location_id,date_time,vehicle_count,count_of_cars,count_of_bikes,count_of_buses,average_speed_kmph,weather_condition,congestion_level,traffic_volume,temperature_celsius,humidity_percent
4,22-07-2024 03:29,431,393,21,17,19.58,Sunny,High,Medium,33.6,34.7
96,17-05-2024 09:27,137,68,5,64,27.81,Foggy,Medium,Low,41,68.6
78,31-05-2024 02:47,1343,47,341,955,23.78,Sunny,High,High,35.6,70.5
57,01-11-2024 14:55,1477,7,1095,375,71.89,Sunny,Low,High,31.9,48.5
8,05-02-2025 09:03,1404,64,194,1146,43.11,Sunny,Medium,High,28.5,83.3
80,12-05-2024 12:12,1386,1142,28,216,72.22,Snowy,Low,High,40.1,53.2
28,25-12-2024 22:46,877,495,252,130,74.24,Sunny,Low,Medium,36,68.4
46,17-06-2024 12:24,600,253,264,83,29.68,Foggy,Medium,Medium,31.2,32
85,07-10-2024 09:27,55,55,0,0,47.55,Foggy,Medium,Low,39.2,72.7
30,04-03-2025 21:30,155,133,5,17,59.34,Snowy,Low,Low,43,69.6
3,01-11-2024 10:05,1254,279,194,781,24.94,Sunny,High,High,35.2,89
85,15-08-2024 07:58,1003,722,84,197,19.89,Sunny,High,High,20.4,31.6
39,25-05-2024 04:21,1387,1161,88,138,47.87,Snowy,Medium,High,42.8,91.2
31,10-08-2024 22:48,115,105,2,8,14.61,Snowy,High,Low,42.5,68.3
92,11-01-2025 03:40,346,18,208,120,19.1,Foggy,High,Low,44.9,86.5
33,03-05-2024 00:15,883,393,225,265,12.67,Snowy,High,Medium,27.1,48.5
90,26-12-2024 11:37,206,144,43,19,26.74,Foggy,Medium,Low,24.3,62.5
55,20-11-2024 14:00,1299,339,7,953,24.04,Sunny,High,High,24.2,74.2
77,18-07-2024 04:46,294,255,30,9,10.03,Foggy,High,Low,22.6,31.6
54,11-11-2024 08:13,1184,437,373,374,70.38,Snowy,Low,High,25.4,87
7,24-10-2024 14:24,1216,324,376,516,34.73,Rainy,Medium,High,24.7,47.5
10,04-05-2024 12:09,1011,54,586,371,52.85,Snowy,Low,High,42.5,78
41,31-05-2024 14:19,1258,288,154,816,37.69,Foggy,Medium,High,22.7,83.8
58,21-08-2024 14:08,199,72,90,37,29.12,Foggy,Medium,Low,26.4,72.6
100,05-06-2024 23:11,159,152,3,4,27.3,Snowy,Medium,Low,37,47.7
48,30-12-2024 21:17,751,497,133,121,46.65,Foggy,Medium,Medium,38,30.8
97,13-03-2025 23:39,754,35,560,159,58.08,Snowy,Low,Medium,31.4,84.6
86,08-01-2025 16:29,252,199,30,23,39.36,Sunny,Medium,Low,36.3,39.4
23,25-05-2024 11:47,385,5,79,301,53.72,Sunny,Low,Low,38.3,93.9
4,06-08-2024 20:43,1247,1122,3,122,45.64,Sunny,Medium,High,33.8,87.6
95,03-10-2024 04:59,741,17,294,430,48.98,Rainy,Medium,Medium,20.7,76.9
13,16-04-2025 06:55,1215,1076,40,99,73.61,Rainy,Low,High,39.7,61.8
55,01-06-2024 22:43,1087,669,136,282,66.36,Snowy,Low,High,43,43.6
99,07-12-2024 12:57,603,114,440,49,68.5,Foggy,Low,Medium,25.5,49.6
65,08-03-2025 08:59,1420,672,23,725,24.54,Rainy,High,High,28.3,63.4
40,23-07-2024 10:23,903,879,16,8,70.64,Foggy,Low,Medium,40.5,85.8
97,22-02-2025 08:00,717,483,115,119,64,Foggy,Low,Medium,30.4,94.1
88,25-09-2024 21:29,1013,309,230,474,11.53,Rainy,High,High,23.8,62.9
79,29-04-2024 15:26,190,121,69,0,62.9,Rainy,Low,Low,23.9,90.4
97,04-05-2024 09:45,397,160,79,158,53.58,Foggy,Low,Low,41.2,86.7
89,30-12-2024 06:23,719,568,32,119,78.5,Foggy,Low,Medium,34.8,52.2
12,04-03-2025 09:32,541,368,99,74,59,Foggy,Low,Medium,38.1,56.5
84,21-08-2024 00:58,82,77,0,5,59.86,Sunny,Low,Low,42.6,61.2
11,19-06-2024 09:42,754,88,143,523,61.86,Rainy,Low,Medium,32.6,73
83,16-10-2024 03:35,1089,1057,24,8,52.43,Sunny,Low,High,43.3,92.7
32,25-09-2024 19:33,610,48,67,495,67.97,Foggy,Low,Medium,44.1,54.4
59,27-04-2024 20:32,691,385,56,250,74.89,Foggy,Low,Medium,30.3,80
21,15-10-2024 01:41,333,217,59,57,20.3,Foggy,High,Low,38.1,32.6
70,24-11-2024 05:08,733,598,115,20,77.34,Snowy,Low,Medium,31.2,86.5
53,06-07-2024 16:33,995,801,74,120,34.21,Foggy,Medium,Medium,30.9,47.6
59,12-03-2025 00:26,1393,236,8,1149,20.8,Rainy,High,High,20.8,50.2
54,22-07-2024 21:14,813,139,501,173,56.89,Snowy,Low,Medium,28.1,57.2
71,22-08-2024 05:40,1361,148,540,673,20.69,Snowy,High,High,38.5,58
42,01-03-2025 01:27,1026,608,319,99,65.93,Sunny,Low,High,25.4,52.3
59,29-06-2024 19:43,421,289,128,4,44.99,Sunny,Medium,Medium,29,81.5
97,22-03-2025 02:08,922,794,14,114,25.78,Foggy,Medium,Medium,32.8,85.7
69,11-12-2024 03:56,987,493,189,305,32.71,Foggy,Medium,Medium,28.1,85.6
96,30-01-2025 19:21,1128,65,1012,51,54.83,Foggy,Low,High,39.9,45.4
27,21-03-2025 00:26,173,59,90,24,67.47,Rainy,Low,Low,24.7,47.2
79,12-09-2024 03:37,147,72,33,42,43.8,Rainy,Medium,Low,44.1,47.7
24,16-04-2025 12:04,1294,1023,251,20,37.21,Snowy,Medium,High,34,88.3
43,26-06-2024 15:38,243,100,22,121,25.08,Sunny,Medium,Low,28.9,53.8
28,07-10-2024 17:21,1448,1214,233,1,70.58,Foggy,Low,High,21,49.7
69,07-02-2025 00:31,883,535,106,242,57.81,Rainy,Low,Medium,27,79.3
59,07-12-2024 04:53,196,65,80,51,56.32,Snowy,Low,Low,22.4,71.6
99,05-04-2025 22:45,974,84,510,380,42.24,Foggy,Medium,Medium,38.5,54.5
90,30-10-2024 08:02,985,778,195,12,51.35,Rainy,Low,Medium,38.7,50.5
38,20-08-2024 14:13,911,865,41,5,33.18,Foggy,Medium,Medium,39,48.3
18,17-12-2024 05:56,260,116,76,68,24.16,Sunny,High,Low,28.3,55.7
24,16-12-2024 17:51,908,820,79,9,25.67,Sunny,Medium,Medium,29.3,40.5
24,15-04-2025 04:21,1469,1115,248,106,58.63,Sunny,Low,High,37.3,45.6
95,13-03-2025 05:34,1439,882,19,538,40.4,Sunny,Medium,High,27.7,38
11,23-12-2024 14:02,1447,529,68,850,26.28,Sunny,Medium,High,42.4,37
30,17-02-2025 21:49,717,712,2,3,37.9,Foggy,Medium,Medium,34.5,39.5
38,13-11-2024 08:49,817,500,22,295,43.57,Foggy,Medium,Medium,40.4,52
97,08-05-2024 21:40,1359,437,47,875,79.04,Foggy,Low,High,43.4,93
50,17-12-2024 14:35,1377,1199,139,39,16.27,Sunny,High,High,26.5,35.6
13,29-01-2025 20:13,905,264,260,381,45.01,Snowy,Medium,Medium,27.5,82.4
100,07-05-2024 15:06,1394,588,94,712,58.75,Foggy,Low,High,27.6,38
74,25-11-2024 14:16,1111,177,816,118,27.46,Sunny,Medium,High,26.7,84.5
79,11-04-2025 11:14,1338,520,475,343,16.47,Rainy,High,High,29.2,63.3
78,29-08-2024 02:52,1296,1252,19,25,76.04,Foggy,Low,High,23.8,44
38,12-05-2024 03:31,279,61,105,113,54.19,Sunny,Low,Low,44.6,60.3
8,13-03-2025 11:19,370,164,189,17,67.01,Rainy,Low,Low,44.5,94.3
8,18-10-2024 01:27,673,12,45,616,72.17,Snowy,Low,Medium,36.9,42.7
24,17-12-2024 21:08,1250,711,92,447,73.69,Rainy,Low,High,40.7,51.1
66,10-09-2024 14:53,650,50,151,449,43.42,Rainy,Medium,Medium,25.8,48.5
37,11-05-2024 14:22,1208,346,218,644,43.05,Rainy,Medium,High,23.4,55.3
65,08-01-2025 19:37,1212,771,191,250,58.81,Foggy,Low,High,39.2,45.6
35,13-05-2024 02:28,1248,673,242,333,47.02,Rainy,Medium,High,27.1,72.7
23,27-05-2024 20:57,1493,1225,74,194,32.01,Foggy,Medium,High,40.2,65.3
95,30-04-2024 05:56,1494,219,988,287,54.73,Snowy,Low,High,43.5,31.8
92,16-09-2024 03:15,1366,1224,135,7,20.54,Rainy,High,High,24.5,65.6
8,31-05-2024 04:10,195,1,54,140,22.96,Foggy,High,Low,36,46
80,21-05-2024 05:19,746,73,583,90,33.53,Rainy,Medium,Medium,32.8,91
86,30-10-2024 07:37,442,331,92,19,25.89,Foggy,Medium,Medium,39.6,58.9
3,17-02-2025 06:17,996,935,55,6,53.28,Foggy,Low,Medium,23,67.4
50,03-10-2024 08:48,1296,659,536,101,28.89,Rainy,Medium,High,40.1,89
56,12-08-2024 13:46,241,240,1,0,76.04,Sunny,Low,Low,45,89.7
38,30-03-2025 04:48,597,172,30,395,35.37,Snowy,Medium,Medium,40.5,86
79,21-03-2025 03:47,873,465,96,312,69.23,Sunny,Low,Medium,43.1,53.5
83,08-08-2024 19:01,493,346,34,113,16.01,Sunny,High,Medium,42.9,64.5
54,17-07-2024 02:54,289,213,71,5,29.94,Sunny,Medium,Low,44.4,70.6
6,26-07-2024 09:48,1186,742,219,225,49.36,Snowy,Medium,High,40.1,34.6
14,04-01-2025 18:54,297,175,25,97,45.21,Foggy,Medium,Low,22,76.9
73,11-08-2024 16:55,1265,656,429,180,68.3,Rainy,Low,High,23.1,40.6
68,05-07-2024 18:42,1367,1224,79,64,68.55,Sunny,Low,High,33.1,56.2
54,29-12-2024 14:47,1211,139,1068,4,52.46,Foggy,Low,High,35.2,92.9
100,03-08-2024 19:53,919,14,814,91,26.54,Snowy,Medium,Medium,36.3,82.1
37,24-08-2024 21:49,224,218,2,4,47.3,Snowy,Medium,Low,39.8,85.3
68,06-11-2024 04:13,781,740,7,34,78.64,Foggy,Low,Medium,31.7,67
50,12-03-2025 21:10,1383,47,114,1222,56.08,Rainy,Low,High,28.9,33.7
58,04-07-2024 11:11,1451,1280,33,138,63.58,Sunny,Low,High,21.3,43.3
82,09-02-2025 12:06,832,513,229,90,41.39,Foggy,Medium,Medium,32.3,93
74,27-12-2024 10:29,213,122,91,0,52.93,Snowy,Low,Low,34,77.6
45,20-01-2025 19:49,1433,101,67,1265,35.51,Foggy,Medium,High,26.9,64.1
33,12-08-2024 01:17,1366,524,77,765,53.9,Rainy,Low,High,33.1,84.1
93,25-02-2025 00:40,464,390,74,0,43.76,Foggy,Medium,Medium,35.6,31.3
94,25-06-2024 18:45,1408,410,749,249,26.13,Sunny,Medium,High,28,40.6
91,18-03-2025 04:52,1420,893,250,277,52.21,Rainy,Low,High,30.6,56.5
36,20-08-2024 07:53,965,297,314,354,54.61,Snowy,Low,Medium,40.1,87.8
62,17-04-2025 16:22,1247,596,62,589,74.73,Snowy,Low,High,27.4,85.4
70,02-03-2025 14:41,844,839,4,1,72.81,Foggy,Low,Medium,26,92.7
44,14-07-2024 08:16,1124,1119,3,2,54.88,Sunny,Low,High,31.3,63.4
94,21-12-2024 15:19,364,301,46,17,66.64,Snowy,Low,Low,38.7,92.8
41,16-03-2025 17:40,1356,280,576,500,33.08,Snowy,Medium,High,40.3,77
79,28-08-2024 14:07,1418,384,717,317,25.44,Snowy,Medium,High,29.3,61.4
87,21-08-2024 05:27,1345,114,495,736,34.87,Rainy,Medium,High,23,81
31,09-12-2024 02:30,1461,830,101,530,46.36,Snowy,Medium,High,42.6,73.7
79,11-01-2025 18:54,436,103,318,15,79.6,Foggy,Low,Medium,22.1,62.5
21,20-05-2024 04:53,1457,61,333,1063,41.44,Foggy,Medium,High,31.8,84.8
26,10-09-2024 00:16,1301,810,274,217,68.72,Snowy,Low,High,21,57.6
64,11-04-2025 22:46,237,98,81,58,27.98,Sunny,Medium,Low,28.7,54
63,28-05-2024 09:03,173,161,11,1,27.98,Snowy,Medium,Low,21.9,94.4
16,12-10-2024 04:56,666,331,212,123,29.65,Sunny,Medium,Medium,41.7,35.2
25,01-02-2025 20:23,1031,559,322,150,51.67,Foggy,Low,High,44.5,83.8
3,19-10-2024 08:36,792,774,2,16,48.67,Sunny,Medium,Medium,20.8,31.5
50,05-11-2024 17:12,1360,360,507,493,50.22,Sunny,Low,High,30.5,38.2
76,06-05-2024 02:36,1045,730,134,181,31.08,Rainy,Medium,High,28.4,61.9
32,10-04-2025 08:37,843,127,44,672,26.8,Rainy,Medium,Medium,21.1,39.1
100,16-12-2024 08:05,1009,683,32,294,66.82,Rainy,Low,High,27.1,55.4
97,22-08-2024 09:41,835,507,74,254,51.01,Rainy,Low,Medium,42.6,48
23,28-12-2024 10:01,495,363,54,78,50.7,Sunny,Low,Medium,29.7,57.6
57,03-01-2025 15:56,1042,898,40,104,65.73,Sunny,Low,High,42.8,77.5
70,01-12-2024 03:44,210,71,129,10,34.95,Foggy,Medium,Low,40.4,50.8
20,16-01-2025 10:36,440,92,323,25,30.66,Rainy,Medium,Medium,23.9,40.2
65,20-09-2024 11:58,885,145,144,596,70.6,Sunny,Low,Medium,34.1,43.2
98,09-05-2024 06:52,353,157,143,53,75.8,Snowy,Low,Low,30.4,59.6
20,20-12-2024 08:38,1273,530,65,678,28,Snowy,Medium,High,39.2,85.9
80,23-03-2025 03:37,128,122,4,2,47.17,Sunny,Medium,Low,37.9,44.5
13,26-06-2024 06:45,231,92,13,126,13.05,Sunny,High,Low,28.9,75.8
90,10-01-2025 09:40,1344,637,435,272,58.36,Foggy,Low,High,38.9,32.6
13,23-04-2025 11:35,1199,225,697,277,44.94,Foggy,Medium,High,28.2,77.1
66,21-01-2025 19:55,251,69,95,87,52.91,Rainy,Low,Low,26.7,89.8
9,29-08-2024 11:42,949,817,43,89,72.48,Rainy,Low,Medium,36.8,50.2
95,14-09-2024 06:39,871,844,8,19,24.49,Sunny,High,Medium,33.5,86.3
11,22-10-2024 15:08,1464,1208,116,140,61.38,Rainy,Low,High,24.6,74.5
32,03-03-2025 06:39,179,44,8,127,16.31,Snowy,High,Low,31.5,57.7
36,02-04-2025 03:56,443,368,40,35,38.55,Snowy,Medium,Medium,29.5,84.3
54,03-09-2024 06:39,1408,404,418,586,15.84,Foggy,High,High,44.1,69.6
62,19-11-2024 23:41,348,11,103,234,57.16,Foggy,Low,Low,44.2,67.8
29,26-07-2024 13:33,1494,771,721,2,31.3,Foggy,Medium,High,35,64.1
5,31-05-2024 15:57,807,187,152,468,30.88,Sunny,Medium,Medium,28.4,31.7
75,28-11-2024 18:05,1426,273,368,785,46.15,Rainy,Medium,High,32.7,38.4
14,07-02-2025 08:55,724,376,256,92,69.62,Sunny,Low,Medium,34.8,82.2
4,03-09-2024 11:21,689,450,30,209,60.67,Rainy,Low,Medium,43.3,53.6
62,09-11-2024 15:00,583,35,195,353,26.17,Rainy,Medium,Medium,32.4,86.2
7,25-07-2024 22:21,651,102,200,349,29.41,Sunny,Medium,Medium,36,68.2
26,23-02-2025 06:46,861,793,47,21,11.07,Snowy,High,Medium,23.7,49
36,23-10-2024 05:35,787,54,579,154,46.95,Foggy,Medium,Medium,37.2,44.9
41,17-01-2025 10:56,855,12,571,272,76.65,Sunny,Low,Medium,42,48.9
86,23-10-2024 05:50,1189,862,32,295,20.75,Sunny,High,High,32.6,83.5
78,11-04-2025 09:59,269,239,11,19,59.28,Rainy,Low,Low,39.2,74.3
53,14-10-2024 18:44,1189,324,426,439,23.37,Rainy,High,High,39.3,30.3
74,07-07-2024 04:22,103,102,0,1,55.64,Snowy,Low,Low,29.6,58.5
84,15-01-2025 06:19,106,67,24,15,16.49,Rainy,High,Low,42.9,74.8
21,09-06-2024 09:12,1182,579,250,353,67.88,Rainy,Low,High,35.6,44.5
7,10-01-2025 08:19,925,343,566,16,43.32,Rainy,Medium,Medium,33.7,81.4
16,31-05-2024 10:15,734,596,52,86,30.8,Sunny,Medium,Medium,35.6,37.1
68,07-12-2024 23:09,1141,1084,23,34,24.48,Foggy,High,High,24,44.3
25,10-06-2024 19:37,856,512,320,24,24.88,Foggy,High,Medium,31.3,53.5
21,18-08-2024 08:45,995,740,14,241,53.29,Rainy,Low,Medium,40.7,66.9
52,25-12-2024 20:32,1245,341,387,517,44.14,Rainy,Medium,High,29.2,65.4
83,03-05-2024 07:18,754,35,508,211,43.23,Snowy,Medium,Medium,29.9,38.1
5,21-11-2024 12:07,716,105,334,277,68.39,Foggy,Low,Medium,24.8,94.9
61,11-03-2025 02:07,327,4,15,308,28.61,Rainy,Medium,Low,26.6,77.4
40,14-10-2024 17:15,524,174,121,229,65.14,Snowy,Low,Medium,22,51.7
98,22-12-2024 19:58,537,228,132,177,69.49,Foggy,Low,Medium,24.2,75.4
48,21-08-2024 18:18,1462,488,566,408,51.1,Sunny,Low,High,39.4,80.7
54,03-10-2024 19:51,1379,921,290,168,59.35,Foggy,Low,High,43.7,41.9
2,14-09-2024 18:04,978,262,257,459,64.99,Sunny,Low,Medium,21.5,42.1
45,04-04-2025 19:28,944,500,42,402,36.29,Rainy,Medium,Medium,35.1,73.9
20,03-10-2024 08:50,581,418,17,146,24.68,Sunny,High,Medium,21.3,36.2
54,21-10-2024 10:28,1372,482,756,134,16.2,Sunny,High,High,36.4,38.4
10,03-08-2024 06:19,648,164,450,34,75.95,Foggy,Low,Medium,27.6,35.4
51,01-04-2025 06:50,1052,27,116,909,54.99,Rainy,Low,High,37.5,60.9
22,31-03-2025 08:41,381,67,235,79,67.59,Foggy,Low,Low,29.8,37.5
38,12-09-2024 20:26,411,33,176,202,70.75,Sunny,Low,Medium,20.6,88.4
33,29-06-2024 04:19,1332,192,885,255,11.88,Foggy,High,High,41,92.2
9,09-04-2025 03:37,1403,429,920,54,59.1,Sunny,Low,High,30.1,78.1
72,03-07-2024 20:12,867,599,249,19,11.28,Rainy,High,Medium,31.7,62.5
60,24-12-2024 12:07,90,74,14,2,47.6,Snowy,Medium,Low,42.9,54.1
85,11-12-2024 05:07,361,32,186,143,58.52,Rainy,Low,Low,31.5,30.2
70,15-03-2025 13:46,1392,554,421,417,11.56,Rainy,High,High,26.2,71.7
81,06-04-2025 02:50,294,50,171,73,53.2,Foggy,Low,Low,30.6,63.4
26,27-04-2024 05:37,790,109,169,512,45.57,Snowy,Medium,Medium,39.2,30.7
30,08-10-2024 01:14,545,428,117,0,49.56,Rainy,Medium,Medium,29.1,54.1
33,08-04-2025 14:28,1021,867,95,59,43.57,Sunny,Medium,High,21.4,39.7
38,23-01-2025 14:47,72,48,5,19,43.9,Sunny,Medium,Low,42.5,42.1
71,23-08-2024 04:01,1437,344,149,944,21.41,Rainy,High,High,33.3,36.1
10,09-01-2025 17:33,1432,1058,248,126,65.15,Snowy,Low,High,42.9,85.8
4,05-03-2025 22:37,1397,691,55,651,67.86,Rainy,Low,High,27,50.4
16,31-10-2024 12:32,491,325,164,2,32.64,Snowy,Medium,Medium,20.4,80
38,14-10-2024 09:23,953,442,408,103,32.8,Snowy,Medium,Medium,30.2,75.4
82,18-09-2024 06:07,380,90,4,286,40.41,Snowy,Medium,Low,21.5,31.9
54,05-06-2024 06:48,1455,433,0,1022,21.86,Foggy,High,High,22.3,39.4
51,09-05-2024 11:56,281,262,0,19,63.43,Foggy,Low,Low,38.9,37.5
20,05-10-2024 14:32,914,589,54,271,40.32,Rainy,Medium,Medium,30,78
58,02-09-2024 11:33,476,104,13,359,77,Sunny,Low,Medium,28.8,94.1
60,29-10-2024 18:01,1100,812,246,42,21.28,Rainy,High,High,23.4,76.5
77,21-12-2024 03:17,143,69,21,53,69.18,Rainy,Low,Low,34.1,62.2
15,27-09-2024 04:26,1354,1151,18,185,48.77,Foggy,Medium,High,25.8,79.3
89,26-09-2024 02:25,1240,1073,120,47,17.99,Snowy,High,High,21,77.7
49,26-08-2024 23:28,1476,886,352,238,73.77,Foggy,Low,High,25.7,42.7
75,17-08-2024 10:02,415,305,68,42,14.69,Snowy,High,Medium,37.7,88.8
70,09-03-2025 20:08,740,170,536,34,55.37,Foggy,Low,Medium,39.5,57.7
19,30-06-2024 18:17,1205,269,384,552,18.26,Foggy,High,High,42.6,85.9
56,19-10-2024 09:01,1353,1209,140,4,50.86,Snowy,Low,High,31,49.6
18,30-04-2024 02:36,1468,926,299,243,68.55,Foggy,Low,High,30.4,46.6
58,02-11-2024 02:51,825,548,116,161,19.45,Rainy,High,Medium,24.6,62.5
85,02-06-2024 02:39,967,681,242,44,78.99,Sunny,Low,Medium,29.4,51.3
12,02-10-2024 16:02,1173,1138,13,22,25.34,Snowy,Medium,High,30.8,88.5
47,23-01-2025 08:05,683,70,50,563,51.31,Snowy,Low,Medium,25,48.4
73,26-01-2025 09:51,174,153,17,4,78.71,Sunny,Low,Low,26.1,51.7
68,26-11-2024 20:16,769,366,131,272,21.05,Foggy,High,Medium,33.3,47.5
50,21-05-2024 07:50,921,522,35,364,39.76,Foggy,Medium,Medium,42.3,44.7
56,25-02-2025 10:51,1124,334,715,75,22.12,Sunny,High,High,27.4,34.5
3,02-09-2024 11:19,1335,1325,6,4,70.95,Sunny,Low,High,25.2,54.9
43,12-12-2024 04:02,432,338,38,56,47.55,Snowy,Medium,Medium,25.5,62
49,16-01-2025 03:07,1036,985,51,0,19.8,Snowy,High,High,43.7,75.8
99,03-06-2024 06:35,1392,348,506,538,36.83,Snowy,Medium,High,39.4,33.2
28,18-09-2024 17:31,167,4,52,111,55.42,Rainy,Low,Low,27.7,53.7
43,23-12-2024 20:12,474,90,215,169,49.09,Sunny,Medium,Medium,41.7,54
7,01-11-2024 12:05,1084,782,147,155,18.09,Sunny,High,High,43.9,67
29,24-11-2024 16:35,898,848,39,11,65.21,Snowy,Low,Medium,32.2,63.4
100,20-11-2024 00:15,298,45,218,35,21.07,Snowy,High,Low,32,49.7
87,22-06-2024 06:32,1137,656,414,67,38.14,Foggy,Medium,High,32.7,74.5
77,01-05-2024 12:17,336,254,74,8,15.91,Rainy,High,Low,40.1,56.5
67,10-07-2024 02:14,78,63,6,9,50.54,Snowy,Low,Low,42.2,48.2
10,12-04-2025 09:03,744,743,1,0,27.17,Foggy,Medium,Medium,40.3,76.4
85,18-01-2025 13:40,906,19,246,641,55.32,Foggy,Low,Medium,21.3,57.8
55,04-05-2024 14:32,802,791,10,1,53.7,Sunny,Low,Medium,29.3,91.4
50,08-05-2024 12:18,1300,891,366,43,38.57,Snowy,Medium,High,25,55
63,17-08-2024 22:55,663,201,55,407,60.35,Snowy,Low,Medium,21,32.1
28,01-08-2024 11:22,150,95,3,52,78.39,Snowy,Low,Low,31,49.8
54,06-07-2024 05:03,1382,1012,259,111,54.77,Rainy,Low,High,29.1,76.4
54,17-11-2024 15:22,427,44,76,307,41.42,Sunny,Medium,Medium,30.5,93.4
17,16-08-2024 00:52,1216,818,295,103,74.08,Foggy,Low,High,38.5,49.8
87,08-12-2024 17:25,1301,390,267,644,33.04,Foggy,Medium,High,24,55.9
39,27-09-2024 20:41,390,209,49,132,75.83,Rainy,Low,Low,23.3,77.6
51,11-09-2024 21:44,474,398,53,23,20.47,Snowy,High,Medium,26,47
59,05-12-2024 13:53,272,187,51,34,79.68,Sunny,Low,Low,40.3,54.4
15,04-09-2024 11:11,765,730,28,7,34.2,Sunny,Medium,Medium,39.7,90.5
16,08-08-2024 06:28,990,639,288,63,43.68,Snowy,Medium,Medium,29.5,83.9
18,10-12-2024 10:48,908,565,304,39,25.25,Snowy,Medium,Medium,22,51.4
85,01-05-2024 00:48,1219,341,166,712,71.23,Rainy,Low,High,20.2,50.5
28,11-08-2024 02:53,858,742,94,22,62.19,Rainy,Low,Medium,37.9,36
22,17-12-2024 13:22,221,96,74,51,76.86,Foggy,Low,Low,27.5,93.8
16,13-05-2024 00:45,350,89,233,28,20.08,Rainy,High,Low,43,85.4
38,30-10-2024 14:57,1278,30,1095,153,43.19,Rainy,Medium,High,43.3,53.1
58,29-05-2024 16:50,337,82,38,217,67.36,Snowy,Low,Low,37.8,79.5
84,04-09-2024 04:35,1434,1231,145,58,14.57,Foggy,High,High,34.7,42.7
61,25-02-2025 21:58,95,72,2,21,27.43,Foggy,Medium,Low,37.8,30.2
59,19-05-2024 13:23,122,120,1,1,68.34,Foggy,Low,Low,43.6,82.3
88,17-12-2024 08:01,476,368,56,52,40.44,Snowy,Medium,Medium,34.6,55.1
29,30-01-2025 23:13,1201,834,123,244,12.44,Foggy,High,High,44.6,93.2
53,02-08-2024 14:17,539,54,441,44,28.86,Sunny,Medium,Medium,33,37.5
58,01-10-2024 06:15,910,481,188,241,71.37,Sunny,Low,Medium,23.5,83.1
87,06-05-2024 11:19,382,169,48,165,56.93,Sunny,Low,Low,41.6,83.9
14,03-02-2025 09:06,984,456,90,438,38.46,Rainy,Medium,Medium,30,94.9
10,01-08-2024 17:42,296,284,11,1,27.25,Sunny,Medium,Low,36.1,45.7
95,03-08-2024 06:07,1237,978,170,89,34.81,Sunny,Medium,High,24.3,48.1
85,29-04-2024 22:12,619,3,447,169,59.58,Snowy,Low,Medium,29.1,89.2
35,21-10-2024 01:06,1182,1010,83,89,24.16,Sunny,High,High,39.4,50.4
34,08-11-2024 02:20,1293,356,809,128,58.08,Sunny,Low,High,33.1,69.3
61,05-02-2025 18:20,1358,362,716,280,54.98,Rainy,Low,High,39.6,42.5
56,18-06-2024 08:26,295,241,46,8,67.37,Sunny,Low,Low,28.4,36.3
89,28-02-2025 08:04,476,13,83,380,44.35,Sunny,Medium,Medium,26.6,43.2
48,03-05-2024 09:47,876,57,335,484,67.63,Snowy,Low,Medium,40.2,63.9
30,08-12-2024 02:54,656,148,86,422,21.3,Rainy,High,Medium,43.8,91.5
45,07-04-2025 13:09,1465,292,958,215,55.03,Sunny,Low,High,22.7,34.7
7,01-07-2024 21:53,921,688,127,106,57.49,Snowy,Low,Medium,38.5,45.7
28,14-06-2024 14:26,859,408,268,183,67.17,Foggy,Low,Medium,24.7,82
17,21-08-2024 10:58,147,89,39,19,26.76,Rainy,Medium,Low,38.4,66.5
7,28-05-2024 12:17,156,145,5,6,78.44,Sunny,Low,Low,30.3,61.7
33,18-06-2024 17:22,344,85,60,199,49.23,Sunny,Medium,Low,24.8,37
74,10-03-2025 15:19,269,133,2,134,11.86,Rainy,High,Low,33.6,49
14,08-11-2024 04:16,471,31,204,236,77.74,Snowy,Low,Medium,36.2,39.5
36,12-06-2024 04:13,914,287,248,379,77.94,Rainy,Low,Medium,21.7,83.3
55,23-12-2024 22:19,361,140,93,128,56.09,Foggy,Low,Low,44.7,59.9
82,22-06-2024 17:13,636,0,174,462,75.73,Snowy,Low,Medium,36.3,40
38,05-03-2025 19:32,1315,816,99,400,32,Rainy,Medium,High,40.9,92.8
23,30-09-2024 13:32,575,313,248,14,78.38,Foggy,Low,Medium,27.3,85.7
10,17-10-2024 23:40,419,44,250,125,73.86,Foggy,Low,Medium,24.8,40
35,24-07-2024 16:49,1423,1046,76,301,36.49,Foggy,Medium,High,36.3,55.3
49,25-04-2025 05:44,777,346,39,392,44.96,Foggy,Medium,Medium,38.8,81.6
26,25-11-2024 16:13,1080,283,170,627,44.3,Foggy,Medium,High,30.3,79.3
79,25-08-2024 13:51,732,396,154,182,69.43,Sunny,Low,Medium,35.2,72.6
25,12-05-2024 11:03,1003,376,510,117,36.52,Foggy,Medium,High,33.4,45.6
47,24-02-2025 05:54,1292,1068,205,19,56.7,Rainy,Low,High,38.2,73.4
7,08-05-2024 12:08,772,731,19,22,45.91,Snowy,Medium,Medium,37.5,35.2
18,09-03-2025 13:34,176,41,82,53,13.41,Foggy,High,Low,36.8,82.5
59,01-09-2024 02:26,404,178,124,102,46.83,Foggy,Medium,Medium,42.4,82.4
21,11-10-2024 04:08,466,272,181,13,26.9,Sunny,Medium,Medium,37.9,70.2
87,08-02-2025 08:20,235,220,13,2,47.63,Rainy,Medium,Low,31.4,45.3
