incident_id,location_id,date_time,incident_vehicle_type,deaths_occurred,severity,weather_condition
1059,70,2025-01-26 19:43:56,Bike,0,Major,Rainy
1060,26,2024-07-31 14:54:55,Bus,0,Major,Snowy
1061,68,2024-08-08 11:02:36,Bus,0,Major,Snowy
1062,19,2024-10-12 23:23:17,Bike,1,Major,Snowy
1063,84,2024-08-17 19:16:26,Bus,0,Moderate,Sunny
1064,97,2024-10-09 06:07:41,Bike,1,Moderate,Rainy
1065,20,2024-11-28 09:43:35,Car,0,Minor,Rainy
1066,12,2025-03-24 03:51:52,Bus,0,Moderate,Foggy
1067,47,2024-08-09 13:48:46,Bike,1,Moderate,Sunny
1068,1,2025-04-22 00:10:18,Bike,3,Minor,Rainy
1069,90,2024-12-30 05:02:08,Car,3,Minor,Foggy
1070,14,2024-10-20 12:37:29,Bus,2,Minor,Rainy
1071,64,2024-08-03 03:03:17,Car,0,Moderate,Foggy
1072,38,2024-11-26 00:53:39,Bike,0,Moderate,Snowy
1073,37,2024-05-03 08:19:57,Bike,0,Moderate,Sunny
1074,11,2024-05-08 03:38:22,Bus,2,Minor,Foggy
1075,100,2024-09-21 19:58:57,Bike,0,Minor,Snowy
1076,77,2025-04-11 12:29:34,Car,1,Major,Sunny
1077,3,2025-01-14 00:46:49,Bus,2,Moderate,Rainy
1078,33,2024-12-03 22:37:21,Bus,0,Moderate,Foggy
1079,6,2024-09-16 20:29:45,Bus,1,Moderate,Rainy
1080,50,2025-03-21 23:21:12,Bike,3,Moderate,Rainy
1081,10,2025-01-29 16:34:26,Car,0,Major,Sunny
1082,5,2024-07-04 03:19:28,Car,0,Major,Sunny
1083,23,2024-06-05 15:58:40,Bike,0,Major,Sunny
1084,10,2025-01-18 15:57:23,Car,3,Moderate,Foggy
1085,44,2025-01-27 19:35:06,Bike,0,Minor,Foggy
1086,2,2024-12-18 13:32:23,Bike,0,Major,Foggy
1087,13,2024-10-26 10:13:31,Bike,0,Minor,Sunny
1088,40,2024-10-17 07:54:24,Bike,0,Minor,Sunny
1089,2,2024-07-03 13:28:12,Bike,0,Minor,Sunny
1090,84,2025-01-29 19:06:09,Car,1,Moderate,Snowy
1091,65,2024-10-26 21:33:11,Bus,2,Moderate,Rainy
1092,63,2024-05-18 22:23:46,Car,0,Major,Rainy
1093,73,2024-09-15 19:16:15,Bike,3,Minor,Snowy
1094,17,2024-05-01 18:34:22,Bike,2,Moderate,Foggy
1095,9,2025-03-26 18:56:53,Bike,0,Moderate,Rainy
1096,75,2025-04-08 13:29:08,Car,3,Major,Rainy
1097,15,2024-10-20 00:12:50,Bus,2,Moderate,Sunny
1098,24,2024-08-06 15:53:17,Bus,0,Moderate,Snowy
1099,38,2025-01-05 08:43:08,Car,0,Moderate,Rainy
1100,35,2025-04-02 14:25:38,Car,0,Major,Rainy
1101,94,2024-06-26 08:02:16,Bus,1,Moderate,Rainy
1102,95,2024-09-20 02:41:21,Bus,3,Moderate,Foggy
1103,49,2025-02-25 00:16:35,Car,1,Major,Sunny
1104,69,2024-12-01 20:48:28,Bus,0,Moderate,Sunny
1105,62,2024-07-01 23:52:21,Bus,1,Major,Snowy
1106,60,2024-11-26 13:31:58,Car,0,Moderate,Foggy
1107,50,2024-05-21 09:06:30,Bus,0,Moderate,Rainy
1108,78,2024-06-19 04:27:28,Car,0,Moderate,Rainy
1109,75,2024-10-14 15:42:34,Bike,0,Major,Foggy
1110,9,2024-05-16 02:42:39,Bus,0,Major,Sunny
1111,34,2024-04-27 09:51:52,Bus,0,Minor,Rainy
1112,76,2024-10-12 21:56:34,Car,1,Moderate,Snowy
1113,99,2025-03-13 08:36:17,Car,3,Minor,Foggy
1114,35,2024-05-21 19:47:08,Bus,3,Moderate,Snowy
1115,1,2024-05-18 13:31:23,Bike,3,Minor,Snowy
1116,40,2025-03-14 06:58:00,Bike,0,Minor,Foggy
1117,64,2025-01-19 08:20:08,Bus,1,Major,Snowy
1118,22,2024-09-07 06:23:31,Bike,1,Minor,Snowy
1119,60,2024-07-13 12:08:11,Bus,1,Moderate,Sunny
1120,64,2024-08-26 21:28:29,Car,2,Major,Rainy
1121,93,2024-12-18 15:17:22,Car,0,Major,Sunny
1122,72,2025-01-07 05:55:27,Bus,0,Minor,Snowy
1123,11,2024-06-05 17:39:36,Bike,3,Minor,Snowy
1124,14,2024-09-18 14:04:18,Car,2,Major,Rainy
1125,60,2024-09-05 14:59:52,Car,1,Major,Snowy
1126,30,2024-06-26 18:59:38,Bike,0,Minor,Sunny
1127,35,2024-12-26 20:20:51,Bike,0,Moderate,Rainy
1128,85,2024-09-20 11:18:52,Bike,0,Moderate,Snowy
1129,37,2024-05-29 02:32:49,Bus,2,Major,Snowy
1130,5,2024-08-21 22:20:34,Car,0,Minor,Foggy
1131,83,2024-10-29 15:40:55,Bus,0,Minor,Rainy
1132,78,2024-09-23 09:30:07,Car,0,Moderate,Sunny
1133,26,2024-11-04 12:28:41,Car,0,Major,Sunny
1134,62,2024-04-28 19:04:22,Bike,1,Minor,Snowy
1135,4,2024-07-29 02:19:01,Car,3,Moderate,Snowy
1136,89,2024-07-05 17:05:52,Bus,0,Major,Snowy
1137,42,2024-11-28 00:31:40,Car,1,Minor,Rainy
1138,89,2025-02-23 17:50:37,Car,0,Minor,Rainy
1139,18,2024-12-12 05:26:27,Car,0,Major,Foggy
1140,40,2024-07-27 07:25:06,Bus,0,Major,Rainy
1141,72,2024-11-04 11:29:51,Bike,2,Moderate,Rainy
1142,39,2024-09-11 04:14:13,Car,0,Major,Rainy
1143,14,2024-10-07 01:32:55,Bike,0,Major,Sunny
1144,32,2025-04-21 07:17:26,Bus,3,Major,Sunny
1145,51,2024-08-28 13:10:06,Bike,0,Moderate,Sunny
1146,38,2024-09-22 13:32:18,Bus,2,Minor,Foggy
1147,97,2025-03-16 09:41:04,Bike,2,Minor,Foggy
1148,23,2025-02-01 01:07:34,Bike,1,Minor,Foggy
1149,63,2024-10-01 18:24:09,Bus,0,Moderate,Sunny
1150,15,2024-07-13 00:15:57,Bus,3,Moderate,Snowy
1151,97,2024-05-22 02:40:39,Car,0,Moderate,Sunny
1152,25,2025-01-29 10:45:33,Bike,3,Minor,Rainy
1153,17,2024-11-02 05:09:45,Bike,0,Major,Snowy
1154,97,2025-02-26 10:01:38,Bus,1,Moderate,Snowy
1155,66,2024-06-24 17:12:52,Car,0,Major,Rainy
1156,78,2024-10-21 02:01:40,Bike,0,Major,Rainy
1157,53,2024-07-15 10:10:02,Bike,0,Minor,Foggy
1158,51,2024-10-12 04:02:46,Bike,0,Moderate,Sunny
1159,39,2025-04-07 12:25:53,Car,3,Moderate,Rainy
1160,51,2024-07-27 10:47:04,Bus,1,Minor,Rainy
1161,70,2025-02-22 03:05:25,Bus,0,Major,Sunny
1162,6,2024-12-31 09:35:09,Car,0,Major,Sunny
1163,67,2025-02-05 11:17:14,Car,1,Moderate,Foggy
1164,7,2024-06-10 03:35:35,Car,1,Minor,Snowy
1165,51,2024-07-22 10:44:21,Bus,3,Minor,Snowy
1166,72,2024-12-20 23:53:08,Car,2,Major,Sunny
1167,42,2024-11-23 02:08:52,Bus,1,Moderate,Snowy
1168,64,2025-01-14 04:05:47,Car,3,Major,Snowy
1169,15,2024-09-20 01:15:36,Car,0,Major,Rainy
1170,29,2025-04-08 01:02:29,Bus,0,Moderate,Snowy
1171,33,2024-06-13 17:56:58,Bus,3,Major,Rainy
1172,94,2025-02-14 08:33:39,Car,0,Major,Snowy
1173,27,2025-02-28 14:16:29,Car,0,Minor,Rainy
1174,36,2024-12-14 10:43:08,Car,2,Minor,Sunny
1175,29,2025-02-25 05:04:16,Car,3,Major,Rainy
1176,38,2025-01-04 19:45:33,Car,2,Moderate,Sunny
1177,57,2024-04-28 17:31:55,Bike,1,Minor,Foggy
1178,97,2024-06-15 05:02:30,Bus,0,Moderate,Rainy
1179,27,2024-10-30 09:37:07,Car,0,Major,Sunny
1180,55,2024-07-01 09:49:12,Bike,0,Moderate,Snowy
1181,33,2025-02-19 13:25:38,Bike,3,Major,Snowy
1182,68,2024-11-15 15:22:14,Car,3,Major,Foggy
1183,86,2024-12-10 17:36:27,Bike,0,Minor,Rainy
1184,66,2024-07-27 22:12:36,Bike,0,Moderate,Foggy
1185,10,2025-04-05 02:25:15,Bus,0,Major,Foggy
1186,5,2024-12-11 14:15:21,Bus,3,Moderate,Foggy
1187,74,2024-07-24 20:19:50,Car,2,Moderate,Snowy
1188,97,2025-01-05 01:50:25,Car,0,Major,Rainy
1189,38,2024-12-16 02:00:10,Car,0,Moderate,Sunny
1190,13,2024-10-30 14:00:14,Bike,0,Moderate,Foggy
1191,31,2024-07-17 08:26:07,Car,2,Minor,Foggy
1192,47,2024-05-05 11:08:39,Bus,3,Minor,Foggy
1193,100,2024-11-11 18:20:51,Car,1,Major,Rainy
1194,88,2024-05-02 11:43:35,Bus,1,Major,Sunny
1195,52,2025-01-10 06:59:03,Car,0,Moderate,Rainy
1196,56,2024-05-27 13:53:43,Bus,1,Minor,Snowy
1197,15,2024-06-26 00:23:14,Car,0,Minor,Snowy
1198,29,2025-02-21 00:12:48,Car,0,Minor,Foggy
1199,8,2025-03-11 12:46:18,Car,0,Minor,Sunny
1200,5,2025-02-15 17:26:15,Car,3,Moderate,Sunny
1201,29,2024-07-24 20:15:47,Bike,2,Moderate,Snowy
1202,47,2025-03-04 00:31:29,Bus,0,Minor,Rainy
1203,68,2024-08-09 10:57:48,Bus,0,Major,Rainy
1204,76,2024-06-01 21:40:01,Bus,3,Moderate,Foggy
1205,45,2024-11-04 04:19:29,Bus,3,Major,Foggy
1206,2,2024-08-01 15:53:44,Car,0,Major,Sunny
1207,27,2024-10-09 07:26:12,Car,0,Moderate,Foggy
1208,95,2024-05-15 12:28:29,Car,0,Minor,Rainy
1209,36,2025-02-08 10:50:42,Bus,3,Moderate,Sunny
1210,36,2024-08-11 23:17:04,Bike,0,Moderate,Foggy
1211,26,2024-09-29 04:15:40,Bike,2,Major,Snowy
1212,43,2024-09-19 22:39:29,Car,1,Major,Foggy
1213,27,2025-01-06 22:25:54,Bus,0,Moderate,Sunny
1214,69,2024-07-10 02:36:49,Bike,0,Minor,Sunny
1215,20,2024-12-23 02:03:38,Car,0,Minor,Rainy
1216,11,2024-06-09 03:22:44,Bike,0,Major,Rainy
1217,74,2024-09-03 13:52:31,Bus,2,Major,Foggy
1218,38,2024-10-01 19:37:24,Bike,0,Moderate,Sunny
1219,6,2024-11-08 21:37:54,Car,0,Moderate,Rainy
1220,72,2024-10-31 12:59:09,Car,1,Major,Rainy
1221,23,2025-03-18 16:10:52,Bike,1,Major,Foggy
1222,47,2024-04-30 09:35:45,Car,0,Minor,Snowy
1223,90,2024-11-11 18:24:29,Car,0,Moderate,Rainy
1224,46,2024-12-27 18:39:54,Bike,0,Major,Snowy
1225,12,2024-09-21 21:24:21,Car,0,Moderate,Rainy
1226,90,2025-01-30 11:58:35,Bus,1,Major,Rainy
1227,13,2025-02-28 23:38:17,Bike,0,Moderate,Foggy
1228,62,2025-02-19 21:05:50,Bike,3,Major,Rainy
1229,82,2024-12-26 00:15:57,Bus,2,Major,Foggy
1230,89,2024-09-16 22:28:50,Bus,3,Moderate,Foggy
1231,97,2025-01-12 17:29:17,Car,2,Moderate,Rainy
1232,60,2024-06-18 10:56:43,Car,0,Minor,Sunny
1233,43,2024-10-30 17:27:28,Bike,3,Moderate,Sunny
1234,76,2025-01-23 04:20:05,Car,0,Moderate,Snowy
1235,100,2024-11-16 14:00:24,Bus,0,Moderate,Foggy
1236,68,2025-01-12 02:41:34,Car,2,Moderate,Snowy
1237,5,2024-10-03 05:30:20,Bike,3,Moderate,Rainy
1238,37,2025-01-12 11:11:11,Car,0,Moderate,Sunny
1239,72,2025-01-28 19:44:53,Car,3,Major,Rainy
1240,92,2024-11-13 18:02:09,Bus,1,Minor,Foggy
1241,31,2025-03-13 18:00:09,Car,0,Moderate,Snowy
1242,9,2024-09-26 03:30:08,Bike,2,Minor,Snowy
1243,51,2024-07-19 08:42:27,Bike,1,Major,Foggy
1244,29,2024-04-28 09:32:12,Bike,3,Major,Snowy
1245,78,2025-01-14 10:36:35,Bike,2,Minor,Foggy
1246,40,2025-01-02 17:02:59,Bus,3,Major,Snowy
1247,41,2025-03-03 23:28:49,Bus,0,Major,Rainy
1248,86,2025-04-07 18:19:08,Bus,3,Moderate,Rainy
1249,11,2024-06-13 03:50:17,Bike,0,Moderate,Sunny
1250,23,2024-09-07 22:48:23,Bus,2,Moderate,Foggy
1251,1,2025-01-31 12:37:57,Car,2,Moderate,Sunny
1252,46,2024-11-01 14:26:42,Bus,0,Minor,Sunny
1253,21,2024-06-07 15:58:53,Bus,0,Major,Snowy
1254,90,2024-11-03 01:13:42,Bike,1,Moderate,Snowy
1255,36,2024-05-28 04:02:31,Car,0,Minor,Sunny
1256,54,2024-12-28 17:44:34,Car,2,Minor,Sunny
1257,87,2025-01-27 19:43:38,Bus,3,Major,Sunny
1258,57,2025-01-05 08:32:34,Bus,0,Major,Snowy
1259,1,2024-05-21 05:18:28,Bike,0,Major,Foggy
1260,63,2024-10-22 09:07:07,Bus,0,Minor,Sunny
1261,54,2025-03-11 17:36:47,Bike,0,Moderate,Snowy
1262,55,2024-05-11 16:12:15,Bus,3,Moderate,Snowy
1263,40,2025-02-09 02:14:03,Bus,0,Minor,Foggy
1264,15,2024-11-18 20:59:19,Bike,0,Moderate,Snowy
1265,21,2024-12-29 03:37:14,Bike,1,Major,Foggy
1266,47,2025-02-10 07:24:57,Bike,0,Minor,Rainy
1267,73,2024-04-27 08:19:45,Bike,0,Moderate,Foggy
1268,53,2024-11-26 04:57:27,Bus,0,Moderate,Sunny
1269,9,2025-03-24 17:28:17,Bus,2,Moderate,Rainy
1270,74,2024-11-02 01:40:38,Bus,0,Minor,Rainy
1271,52,2025-03-15 08:56:18,Car,2,Moderate,Rainy
1272,57,2025-03-06 22:09:34,Bike,1,Major,Sunny
1273,26,2024-12-22 17:25:13,Car,0,Major,Rainy
1274,41,2024-10-30 07:36:54,Car,0,Moderate,Sunny
1275,35,2024-08-22 02:25:01,Bike,0,Major,Rainy
1276,63,2024-08-06 13:27:40,Bus,2,Minor,Sunny
1277,25,2024-07-29 20:38:51,Car,2,Major,Rainy
1278,90,2024-11-26 14:02:38,Car,3,Minor,Snowy
1279,75,2024-08-31 12:28:15,Car,0,Major,Snowy
1280,38,2025-03-23 09:48:03,Bike,1,Minor,Foggy
1281,2,2025-02-20 09:43:45,Car,2,Moderate,Rainy
1282,7,2025-02-06 07:30:06,Bike,3,Major,Snowy
1283,82,2024-05-11 08:42:51,Bus,2,Minor,Rainy
1284,91,2024-11-03 09:36:44,Car,0,Moderate,Snowy
1285,34,2024-09-04 18:55:59,Bike,0,Minor,Snowy
1286,91,2025-03-15 09:25:52,Bus,2,Moderate,Snowy
1287,17,2025-02-07 03:12:34,Car,0,Minor,Sunny
1288,43,2024-08-04 12:34:16,Car,0,Major,Foggy
1289,59,2025-02-12 22:05:47,Bus,2,Moderate,Foggy
1290,51,2024-10-06 15:13:28,Bike,0,Minor,Snowy
1291,54,2024-11-27 18:09:51,Bus,0,Minor,Snowy
1292,24,2024-12-04 15:50:25,Bike,1,Minor,Sunny
1293,25,2024-12-27 15:12:11,Bus,1,Minor,Foggy
1294,71,2025-03-03 06:24:43,Bike,1,Moderate,Rainy
1295,52,2024-04-29 20:10:31,Car,0,Moderate,Rainy
1296,70,2024-10-25 14:11:31,Bus,1,Minor,Foggy
1297,88,2025-01-04 15:57:48,Bike,2,Major,Snowy
1298,33,2025-04-21 21:26:29,Car,1,Major,Rainy
1299,49,2024-09-11 17:21:14,Bus,3,Major,Rainy
1300,29,2024-05-27 04:52:42,Bike,3,Major,Snowy
1301,63,2025-04-02 20:59:42,Bike,0,Minor,Rainy
1302,22,2024-07-01 14:31:08,Bus,0,Major,Rainy
1303,26,2024-12-05 12:48:12,Car,2,Minor,Sunny
1304,28,2024-06-01 08:30:21,Bus,2,Major,Foggy
1305,85,2024-10-30 13:47:30,Bike,0,Moderate,Rainy
1306,49,2025-03-05 21:27:41,Car,0,Minor,Rainy
1307,71,2024-08-15 08:13:36,Car,2,Moderate,Snowy
1308,81,2025-02-08 08:30:04,Car,0,Minor,Snowy
1309,84,2024-05-15 18:01:32,Bike,3,Major,Rainy
1310,49,2024-05-21 21:37:00,Car,0,Minor,Rainy
1311,20,2025-04-23 07:18:16,Bus,0,Minor,Rainy
1312,86,2025-02-08 17:19:30,Bus,0,Minor,Snowy
1313,92,2024-10-03 21:59:13,Bike,0,Moderate,Foggy
1314,63,2024-07-27 01:41:53,Car,1,Moderate,Rainy
1315,61,2025-01-13 08:30:20,Bus,0,Major,Snowy
1316,49,2025-03-02 01:36:39,Car,0,Moderate,Rainy
1317,71,2024-12-29 02:18:54,Bus,3,Minor,Snowy
1318,1,2025-03-12 18:11:44,Bus,1,Moderate,Snowy
1319,96,2024-06-04 17:23:44,Bike,0,Moderate,Foggy
1320,13,2024-07-23 23:12:11,Bike,3,Moderate,Foggy
1321,94,2025-02-14 00:33:15,Bike,2,Moderate,Rainy
1322,87,2024-09-15 22:26:45,Bus,3,Moderate,Sunny
1323,51,2025-03-20 20:53:27,Car,0,Moderate,Rainy
1324,56,2024-09-20 19:35:33,Bike,0,Major,Foggy
1325,83,2025-02-18 21:47:20,Bike,3,Major,Sunny
1326,62,2024-12-26 21:48:54,Bus,0,Minor,Sunny
1327,32,2024-10-09 09:20:40,Bike,2,Minor,Rainy
1328,30,2024-08-12 03:28:54,Bus,2,Major,Sunny
1329,29,2024-06-02 10:51:40,Car,0,Major,Snowy
1330,49,2024-07-10 22:09:28,Bus,2,Minor,Snowy
1331,45,2025-04-26 06:39:20,Car,3,Minor,Sunny
1332,93,2024-05-25 03:06:56,Car,3,Minor,Snowy
1333,30,2024-10-02 03:03:49,Bus,0,Moderate,Foggy
1334,16,2024-06-12 19:43:42,Bike,0,Moderate,Sunny
1335,40,2024-11-15 04:56:25,Car,0,Minor,Foggy
1336,19,2024-09-05 22:46:20,Bus,0,Minor,Sunny
1337,18,2025-02-28 17:02:16,Bus,3,Minor,Snowy
1338,1,2025-03-08 22:26:25,Bike,2,Minor,Rainy
1339,78,2025-04-10 19:08:01,Bus,3,Major,Foggy
1340,47,2024-07-14 00:34:54,Bus,0,Moderate,Rainy
1341,66,2025-02-19 15:27:17,Car,0,Major,Snowy
1342,92,2025-04-16 05:36:11,Bike,0,Major,Foggy
1343,94,2025-04-11 16:25:01,Bus,3,Major,Rainy
1344,38,2024-07-01 00:23:33,Bus,3,Minor,Snowy
1345,51,2024-09-28 08:16:15,Car,1,Minor,Rainy
1346,63,2024-06-28 10:24:19,Bike,1,Moderate,Sunny
1347,4,2025-02-09 03:58:54,Car,1,Moderate,Foggy
1348,1,2024-12-16 01:40:11,Bus,1,Moderate,Rainy
1349,8,2024-12-06 17:00:45,Bike,0,Minor,Foggy
1350,29,2025-02-02 03:15:24,Bus,3,Minor,Snowy
1351,55,2024-09-10 07:44:42,Car,3,Moderate,Snowy
1352,3,2025-04-22 21:43:26,Bus,0,Moderate,Rainy
1353,32,2024-10-17 20:48:31,Bike,0,Major,Foggy
1354,10,2024-07-22 18:36:26,Bus,1,Moderate,Snowy
1355,74,2024-08-03 14:28:21,Bike,0,Major,Foggy
1356,83,2025-03-27 08:22:25,Bike,3,Minor,Snowy
1357,34,2024-08-17 08:22:57,Car,1,Moderate,Sunny
1358,97,2025-04-14 19:54:22,Car,0,Minor,Snowy
1359,87,2024-10-01 12:26:11,Bike,2,Moderate,Sunny
1360,55,2024-09-19 09:08:31,Bus,0,Major,Sunny
1361,92,2024-11-22 15:26:05,Car,0,Moderate,Sunny
1362,32,2025-02-19 11:32:46,Bike,0,Moderate,Sunny
1363,50,2024-11-13 14:44:59,Car,0,Moderate,Sunny
1364,7,2024-06-23 11:44:20,Car,1,Major,Sunny
1365,93,2024-07-21 01:54:35,Bike,3,Minor,Snowy
1366,8,2025-01-11 08:01:01,Car,1,Moderate,Sunny
1367,65,2024-10-31 18:12:30,Car,1,Minor,Foggy
1368,57,2024-12-10 07:23:13,Car,1,Major,Rainy
1369,67,2024-09-25 07:37:20,Bike,0,Minor,Snowy
1370,88,2024-12-06 11:33:42,Bike,3,Moderate,Sunny
1371,87,2025-01-26 12:25:08,Car,2,Moderate,Rainy
1372,59,2025-01-12 03:53:36,Bus,0,Minor,Sunny
1373,72,2024-12-28 08:03:28,Car,3,Moderate,Foggy
1374,54,2024-06-11 20:10:55,Bike,3,Moderate,Rainy
1375,67,2024-11-01 17:43:50,Bus,1,Minor,Rainy
1376,51,2024-12-24 00:44:29,Bike,0,Moderate,Foggy
1377,97,2024-05-12 10:03:35,Bike,3,Major,Foggy
1378,92,2024-10-15 08:37:43,Car,3,Major,Sunny
1379,8,2024-12-15 02:44:40,Car,1,Moderate,Snowy
1380,34,2025-01-05 03:56:08,Car,0,Moderate,Snowy
1381,35,2024-10-13 06:19:43,Bike,2,Major,Snowy
1382,96,2025-04-06 18:00:29,Bus,0,Minor,Foggy
1383,88,2025-02-27 03:00:40,Car,2,Moderate,Snowy
1384,78,2024-06-12 06:39:32,Car,0,Minor,Rainy
1385,32,2024-11-14 02:24:00,Car,3,Moderate,Rainy
1386,46,2024-05-18 18:55:46,Car,0,Minor,Snowy
1387,16,2024-12-29 11:07:37,Bike,0,Major,Sunny
1388,68,2024-10-08 09:26:31,Car,0,Major,Rainy
1389,37,2025-03-21 19:18:36,Bus,2,Moderate,Foggy
1390,54,2024-12-04 23:10:15,Bus,0,Minor,Foggy
1391,85,2024-07-26 16:06:06,Bus,2,Major,Sunny
1392,14,2024-07-25 14:05:09,Bus,2,Major,Rainy
1393,95,2024-07-10 04:57:05,Bus,0,Minor,Sunny
1394,55,2025-03-17 03:29:21,Car,3,Minor,Snowy
1395,48,2024-07-16 07:04:27,Bus,0,Moderate,Foggy
1396,82,2024-08-21 16:14:12,Bike,2,Moderate,Foggy
1397,7,2024-09-24 01:11:16,Bus,1,Major,Sunny
1398,74,2024-05-06 19:21:23,Bus,0,Moderate,Sunny
1399,7,2025-03-07 14:41:52,Car,0,Minor,Foggy
1400,33,2025-02-06 18:27:17,Car,2,Moderate,Snowy
1401,23,2024-06-30 04:50:13,Car,3,Minor,Snowy
1402,85,2024-09-24 15:12:31,Bus,1,Minor,Foggy
1403,19,2025-01-02 21:38:12,Car,0,Minor,Rainy
1404,19,2025-04-17 04:22:53,Bike,2,Major,Snowy
1405,36,2024-11-01 14:26:30,Bus,0,Major,Sunny
1406,29,2024-05-31 16:01:11,Bike,3,Minor,Snowy
1407,60,2025-03-07 12:27:43,Car,1,Minor,Rainy
1408,82,2024-06-05 02:37:03,Car,0,Minor,Snowy
1409,2,2024-08-11 22:23:45,Bike,3,Major,Rainy
1410,1,2024-04-30 12:50:16,Bike,1,Minor,Foggy
1411,47,2025-03-13 21:27:22,Bus,3,Moderate,Foggy
1412,69,2025-02-02 03:22:22,Bus,0,Major,Foggy
1413,20,2024-07-29 17:07:18,Bus,0,Moderate,Rainy
1414,11,2024-09-25 06:17:03,Car,2,Major,Snowy
1415,2,2024-06-01 21:29:18,Bike,0,Major,Snowy
1416,67,2024-05-15 06:40:40,Car,0,Minor,Foggy
1417,87,2024-12-14 02:38:03,Bike,2,Major,Foggy
1418,12,2024-11-27 20:48:10,Bus,2,Moderate,Snowy
1419,20,2024-06-14 18:20:49,Bike,0,Major,Sunny
1420,5,2025-01-16 06:52:58,Bike,0,Minor,Snowy
1421,37,2024-08-23 09:32:12,Bike,1,Moderate,Rainy
1422,38,2024-09-11 02:21:10,Bike,2,Moderate,Rainy
1423,94,2024-11-02 15:23:09,Car,3,Minor,Rainy
1424,9,2024-09-10 11:16:40,Bike,0,Moderate,Snowy
1425,98,2024-08-27 23:13:25,Car,0,Moderate,Sunny
1426,53,2024-10-04 21:53:34,Car,1,Major,Snowy
1427,44,2024-08-15 12:27:52,Bus,2,Moderate,Foggy
1428,99,2025-02-18 17:53:12,Bus,0,Moderate,Foggy
1429,86,2024-05-23 17:14:23,Bike,0,Minor,Foggy
1430,24,2025-04-04 10:35:15,Bus,3,Major,Snowy
1431,81,2024-12-04 10:47:52,Bike,0,Major,Sunny
1432,74,2025-04-13 14:09:29,Car,0,Moderate,Sunny
1433,30,2024-07-12 01:13:36,Bike,1,Minor,Snowy
1434,59,2024-09-04 10:37:00,Bus,2,Minor,Sunny
1435,87,2024-11-16 01:28:41,Car,3,Minor,Snowy
1436,96,2024-10-11 11:38:34,Car,0,Major,Snowy
1437,81,2024-10-28 04:11:51,Bike,2,Moderate,Foggy
1438,81,2024-07-21 09:37:51,Bike,2,Moderate,Sunny
1439,14,2025-03-14 03:20:56,Bus,1,Minor,Foggy
1440,9,2024-12-13 09:22:55,Bus,1,Major,Snowy
1441,40,2024-05-18 12:51:34,Car,2,Minor,Sunny
1442,66,2025-04-08 09:23:39,Car,2,Moderate,Rainy
1443,25,2024-10-01 21:24:55,Car,3,Major,Rainy
1444,73,2024-11-26 13:58:19,Bus,0,Major,Snowy
1445,22,2025-03-13 08:27:50,Bus,1,Moderate,Sunny
1446,4,2024-10-18 22:18:01,Bike,0,Minor,Sunny
1447,26,2024-12-19 23:26:06,Bike,0,Minor,Sunny
1448,58,2025-04-17 16:39:08,Bike,0,Minor,Sunny
1449,29,2024-12-06 15:10:01,Car,0,Minor,Rainy
1450,98,2025-01-03 06:22:10,Bus,1,Moderate,Sunny
1451,87,2025-03-24 23:10:01,Bike,0,Moderate,Snowy
1452,37,2024-11-14 07:52:15,Bike,0,Major,Foggy
1453,75,2024-05-11 04:19:22,Car,1,Moderate,Rainy
1454,70,2024-11-24 14:35:57,Bus,2,Minor,Foggy
1455,18,2024-08-17 09:52:47,Bus,1,Minor,Snowy
1456,85,2024-08-20 17:43:42,Car,0,Moderate,Snowy
1457,42,2024-09-23 20:16:01,Car,0,Minor,Rainy
1458,100,2024-08-20 06:27:24,Bike,0,Major,Foggy
1459,41,2024-09-24 16:49:30,Car,2,Minor,Sunny
1460,38,2024-11-30 05:49:20,Car,2,Moderate,Rainy
1461,34,2024-08-12 11:58:11,Car,0,Moderate,Foggy
1462,17,2024-07-30 01:53:26,Bike,2,Moderate,Snowy
1463,37,2025-02-12 04:31:14,Bike,1,Major,Foggy
1464,25,2024-05-03 12:02:05,Bus,0,Moderate,Sunny
1465,76,2024-11-18 22:43:58,Bus,1,Minor,Foggy
1466,87,2024-10-03 06:46:16,Bus,1,Minor,Rainy
1467,86,2024-08-18 08:56:40,Bike,1,Moderate,Snowy
1468,85,2024-09-19 15:08:43,Bus,1,Minor,Foggy
1469,27,2025-02-13 06:23:59,Car,0,Moderate,Snowy
1470,57,2025-01-22 02:00:58,Car,2,Moderate,Rainy
1471,31,2025-04-17 10:24:55,Car,0,Moderate,Foggy
1472,6,2024-07-23 03:12:39,Bike,3,Minor,Rainy
1473,91,2024-07-05 22:18:57,Bus,2,Minor,Foggy
1474,40,2024-09-03 11:12:28,Bus,1,Moderate,Sunny
1475,98,2024-12-15 22:01:24,Bus,1,Minor,Foggy
1476,12,2024-12-01 14:37:40,Car,0,Major,Foggy
1477,53,2024-12-09 18:53:29,Car,0,Major,Rainy
1478,71,2024-05-14 22:05:17,Bike,2,Moderate,Foggy
1479,10,2024-09-23 12:28:44,Bus,0,Minor,Sunny
1480,45,2024-12-29 09:08:50,Car,1,Minor,Rainy
1481,17,2024-08-12 05:03:38,Car,3,Minor,Sunny
1482,26,2025-01-04 13:59:53,Car,1,Minor,Sunny
1483,85,2025-02-11 04:25:02,Car,2,Minor,Snowy
1484,92,2024-06-30 08:36:50,Bike,3,Minor,Sunny
